TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
EEEL3;536,46;7,06;10,44;1,95;0,90;57,03;46,22;32,35;7,31;7,19;-0,14;-0,04;3,38;4,32;-1,28;3,41;18,71;8,62;17,25;0,46;0,54;0,27;14,95;26,66;56.000,00;274,67;51,39;0,07;5.202.081.275,70
EEEL4;673,10;7,66;13,10;2,45;1,13;57,03;46,22;32,35;9,17;7,19;-0,14;-0,04;4,24;5,42;-1,60;3,41;18,71;8,62;17,25;0,46;0,54;0,27;14,95;26,66;139.800,00;274,67;51,39;0,09;5.202.081.275,70
EGIE3;39,19;6,32;11,34;3,94;0,89;45,00;46,31;21,79;5,33;7,68;2,35;1,73;2,47;9,90;-1,11;1,79;34,79;7,83;19,43;0,23;0,77;0,36;13,49;13,25;45.908.565,12;9,91;3,45;0,46;31.829.341.137,40
EKTR3;36,00;8,95;10,60;2,19;0,77;20,19;14,52;9,17;6,69;9,43;3,37;1,10;0,97;15,96;-1,10;1,19;20,66;7,27;10,88;0,35;0,65;0,79;4,01;9,79;34.013,00;16,45;3,40;0,43;6.331.462.728,24
EKTR4;29,50;12,01;8,68;1,79;0,63;20,19;14,52;9,17;5,48;9,43;3,37;1,10;0,80;13,08;-0,90;1,19;20,66;7,27;10,88;0,35;0,65;0,79;4,01;9,79;40.153,68;16,45;3,40;0,35;6.331.462.728,24
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;42,57;9,41;8,74;0,92;0,38;69,85;31,95;25,19;6,89;9,89;3,01;0,40;2,20;3,47;-0,50;1,79;10,49;4,31;6,99;0,41;0,59;0,17;-2,25;;338.481.800,52;46,41;4,87;-0,43;66.933.984.224,98
ELET5;67,99;7,96;13,96;1,47;0,60;69,85;31,95;25,19;11,01;9,89;3,01;0,40;3,52;5,54;-0,80;1,79;10,49;4,31;6,99;0,41;0,59;0,17;-2,25;;8.468,57;46,41;4,87;-0,68;66.933.984.224,98
ELET6;42,18;10,44;8,66;0,91;0,37;69,85;31,95;25,19;6,83;9,89;3,01;0,40;2,18;3,43;-0,50;1,79;10,49;4,31;6,99;0,41;0,59;0,17;-2,25;;174.261.323,32;46,41;4,87;-0,42;66.933.984.224,98
ELMD3;19,20;;-29,71;3,55;1,63;22,23;-47,08;-40,59;-25,61;-25,26;0,36;-0,05;12,06;5,68;-3,11;2,53;-11,94;-5,49;-10,77;0,46;0,54;0,14;;;2.200.592,44;5,42;-0,65;0,06;2.668.957.623,54
ELPL3;8,41;;1,73;0,63;0,06;13,91;12,89;5,95;0,80;2,91;2,12;1,66;0,10;-10,50;-0,07;0,98;36,21;3,27;21,02;0,09;0,91;0,55;2,54;57,52;;13,45;4,87;0,15;1.660.696.309,42
EMAE3;25,35;30,82;3,97;1,22;0,62;47,88;36,45;51,17;5,58;11,33;-1,52;-0,33;2,03;2,77;-0,93;3,18;30,79;15,70;10,52;0,51;0,49;0,31;17,64;27,12;;20,72;6,38;0,02;2.196.601.677,50
EMAE4;80,28;10,70;12,58;3,87;1,98;47,88;36,45;51,17;17,66;11,33;-1,52;-0,33;6,44;8,76;-2,94;3,18;30,79;15,70;10,52;0,51;0,49;0,31;17,64;27,12;435.983,08;20,72;6,38;0,07;2.196.601.677,50
EMBR3;18,69;;-4,89;0,90;0,24;10,70;-8,38;-12,63;-7,37;-13,31;-5,93;0,73;0,62;0,70;-0,55;2,45;-18,48;-4,82;-6,10;0,26;0,73;0,38;-0,66;;198.466.756,44;20,67;-3,82;-0,30;13.861.505.623,68
ENAT3;16,64;1,17;207,04;1,60;1,00;36,55;36,62;2,56;14,45;11,07;-3,38;-0,37;5,29;2,96;-1,89;3,60;0,77;0,48;7,97;0,63;0,37;0,19;13,76;5,78;37.716.564,68;10,39;0,08;-2,27;4.431.001.106,35
ENBR3;17,61;5,68;6,17;1,03;0,34;25,50;20,92;11,26;3,32;5,46;2,13;0,66;0,69;9,80;-0,46;1,16;16,74;5,59;11,61;0,33;0,63;0,50;7,87;4,03;55.673.062,48;17,06;2,86;0,19;10.668.429.926,52
ENEV3;16,90;;20,75;2,65;1,30;44,63;33,93;31,67;19,37;24,10;4,74;0,65;6,57;11,41;-1,57;3,13;12,77;6,29;5,88;0,49;0,51;0,20;16,39;48,99;105.022.836,68;6,38;0,81;0,36;21.345.404.372,34
ENGI11;45,05;3,05;9,56;2,20;0,37;19,35;15,04;8,16;5,19;9,85;4,67;1,98;0,78;7,70;-0,51;1,20;23,00;3,82;8,82;0,17;0,81;0,47;10,79;35,54;74.204.849,36;20,55;4,73;0,11;16.178.633.989,56
ENGI3;16,49;1,67;17,44;4,01;0,67;19,35;15,04;8,16;9,47;9,85;4,67;1,98;1,42;14,06;-0,93;1,20;23,00;3,82;8,82;0,17;0,81;0,47;10,79;35,54;178.326,56;4,11;0,95;0,20;16.178.633.989,56
ENGI4;7,15;3,85;7,57;1,74;0,29;19,35;15,04;8,16;4,11;9,85;4,67;1,98;0,62;6,10;-0,40;1,20;23,00;3,82;8,82;0,17;0,81;0,47;10,79;35,54;211.322,04;4,11;0,95;0,09;16.178.633.989,56
ENJU3;9,94;;-31,96;4,07;3,78;33,01;-71,60;-69,84;-31,17;-23,40;7,78;-1,02;22,32;4,26;-78,54;14,59;-12,74;-11,83;-13,06;0,93;0,07;0,17;;;17.444.560,88;2,44;-0,31;-0,16;1.942.943.789,06
ENMA3B;50,49;2,59;10,98;2,61;1,13;32,88;22,90;17,54;8,41;;0,87;0,27;1,93;5,50;-1,80;2,21;23,80;10,25;15,51;0,43;0,57;0,58;8,44;15,47;;19,32;4,60;0,76;
ENMA6B;83,99;1,56;18,27;4,35;1,87;32,88;22,90;17,54;13,99;;0,87;0,27;3,20;9,14;-2,99;2,21;23,80;10,25;15,51;0,43;0,57;0,58;8,44;15,47;;19,32;4,60;1,26;
ENMT3;63,50;3,80;15,03;5,21;1,59;25,68;22,34;17,08;11,49;14,01;2,49;1,13;2,57;16,05;-2,35;1,44;34,66;10,57;15,08;0,31;0,69;0,62;7,41;71,84;37.346,71;12,19;4,23;0,19;13.931.495.559,50
ENMT4;63,70;3,79;15,08;5,23;1,59;25,68;22,34;17,08;11,53;14,01;2,49;1,13;2,58;16,10;-2,36;1,44;34,66;10,57;15,08;0,31;0,69;0,62;7,41;71,84;15.361,42;12,19;4,23;0,19;13.931.495.559,50
EPAR3;17,19;;9,10;6,74;1,31;17,64;9,15;5,11;5,08;5,33;0,25;0,33;0,46;16,81;-2,81;1,17;74,12;14,37;51,78;0,19;0,81;2,81;5,92;-24,36;242.263,96;2,55;1,89;0,04;255.601.769,60
EQPA3;5,15;5,83;15,51;3,27;0,90;30,02;19,46;11,97;9,55;10,80;1,34;0,46;1,86;4,05;-1,59;2,06;21,06;5,82;12,40;0,28;0,72;0,49;7,01;6,67;436.797,40;1,58;0,33;0,40;11.356.375.549,21
EQPA5;9,74;3,08;29,34;6,18;1,71;30,02;19,46;11,97;18,05;10,80;1,34;0,46;3,51;7,66;-3,01;2,06;21,06;5,82;12,40;0,28;0,72;0,49;7,01;6,67;125.991,20;1,58;0,33;0,75;11.356.375.549,21
EQPA6;10,48;2,86;31,57;6,65;1,84;30,02;19,46;11,97;19,43;10,80;1,34;0,46;3,78;8,25;-3,24;2,06;21,06;5,82;12,40;0,28;0,72;0,49;7,01;6,67;;1,58;0,33;0,81;11.356.375.549,21
EQPA7;6,08;4,93;18,32;3,86;1,07;30,02;19,46;11,97;11,27;10,80;1,34;0,46;2,19;4,78;-1,88;2,06;21,06;5,82;12,40;0,28;0,72;0,49;7,01;6,67;46.755,15;1,58;0,33;0,47;11.356.375.549,21
EQTL3;24,24;4,29;8,48;2,41;0,58;33,08;26,03;16,21;5,28;7,50;2,21;1,01;1,37;3,47;-0,87;2,00;28,37;6,83;13,32;0,24;0,71;0,42;19,79;29,14;147.201.391,76;10,07;2,86;0,91;24.343.212.037,65
ESPA3;19,33;0,32;44,72;7,25;2,86;45,65;16,41;19,05;51,93;54,47;2,54;0,35;8,52;11,28;-7,02;1,75;16,21;6,40;1,74;0,40;0,61;0,34;;;30.861.306,40;2,64;0,43;0,94;4.633.148.687,02
ESTR3;17,80;;-0,74;-0,03;0,06;50,10;9,71;-13,23;1,01;6,52;3,82;;0,10;-0,03;-0,12;0,19;-3,84;-8,29;-3,22;-2,16;3,16;0,63;-3,90;;;-623,00;-23,94;0,02;38.261.900,00
ESTR4;62,10;;-2,59;-0,10;0,22;50,10;9,71;-13,23;3,54;6,52;3,82;;0,34;-0,10;-0,43;0,19;-3,84;-8,29;-3,22;-2,16;3,16;0,63;-3,90;;58.567,00;-623,00;-23,94;0,06;38.261.900,00
ETER3;23,85;;6,35;5,39;1,77;39,03;32,79;27,62;5,35;4,80;-0,54;-0,54;1,75;4,74;-5,58;2,20;84,89;27,82;64,05;0,33;0,67;1,01;-6,86;40,09;76.470.536,52;4,42;3,76;0,00;1.482.020.034,25
EUCA3;21,70;1,71;13,94;1,30;0,72;32,70;12,10;7,36;8,48;7,29;1,80;0,28;1,03;8,21;-1,12;1,33;9,32;5,19;7,44;0,56;0,44;0,71;9,47;68,84;42.583,71;16,70;1,56;0,12;1.322.588.428,00
EUCA4;10,27;3,99;6,60;0,61;0,34;32,70;12,10;7,36;4,01;7,29;1,80;0,28;0,49;3,89;-0,53;1,33;9,32;5,19;7,44;0,56;0,44;0,71;9,47;68,84;1.685.145,52;16,70;1,56;0,06;1.322.588.428,00
EVEN3;9,77;7,74;33,47;1,13;0,37;28,50;17,09;3,18;6,23;3,13;-3,10;-0,56;1,06;0,79;-1,71;2,43;3,39;1,09;9,75;0,32;0,54;0,34;-5,40;-18,59;13.233.583,56;8,62;0,29;-0,81;2.086.080.000,00
EZTC3;29,99;1,41;17,00;1,64;1,42;43,61;28,91;45,40;26,70;22,54;-4,16;-0,26;7,72;3,58;-2,69;6,23;9,66;8,34;5,59;0,86;0,12;0,18;2,84;-1,36;83.578.615,60;18,26;1,76;0,98;6.814.540.000,00
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;51,01;2,03;34,82;2,48;1,59;30,33;20,50;7,22;12,26;12,03;0,66;0,13;2,51;9,81;-2,29;2,13;7,13;4,57;15,66;0,64;0,36;0,63;11,62;-16,62;31.122,33;20,54;1,47;-1,35;4.183.718.400,00
FESA4;45,52;2,51;31,01;2,21;1,42;30,33;20,50;7,22;10,92;12,03;0,66;0,13;2,24;8,74;-2,04;2,13;7,13;4,57;15,66;0,64;0,36;0,63;11,62;-16,62;19.333.783,36;20,54;1,47;-1,20;4.183.718.400,00
FHER3;16,91;;-557,22;-5,90;0,54;16,85;9,95;-0,06;3,59;3,69;0,10;;0,36;3,17;-1,04;1,54;-1,06;-0,10;-283,62;-0,09;1,09;1,51;-18,89;;125.591.649,00;-2,89;-0,03;5,56;918.805.265,04
FIGE3;0,00;;0,00;0,00;0,00;100,00;87,05;57,92;0,00;-18,57;-18,57;-0,35;0,00;0,00;0,00;571,40;1,24;1,23;1,24;1,00;0,00;0,02;;-24,90;;98,01;1,21;0,00;0,00
FIGE4;0,00;;0,00;0,00;0,00;100,00;87,05;57,92;0,00;-18,57;-18,57;-0,35;0,00;0,00;0,00;571,40;1,24;1,23;1,24;1,00;0,00;0,02;;-24,90;;98,01;1,21;0,00;0,00
FLEX3;0,00;;0,00;0,00;0,00;31,73;3,18;-2,80;0,00;9,37;9,37;5,50;0,00;0,00;0,00;1,05;-51,67;-3,32;5,16;0,06;0,94;1,19;9,15;;;8,55;-4,42;0,00;0,00
FLRY3;25,06;2,91;25,09;4,70;1,45;28,86;18,04;10,05;13,99;16,89;2,88;0,97;2,52;14,24;-2,21;1,41;18,72;5,76;10,47;0,31;0,69;0,57;9,42;19,07;36.357.121,28;5,33;1,00;1,82;7.972.236.507,36
FNCN3;0,00;;0,00;0,00;0,00;97,48;-323,82;-323,82;0,00;0,00;;;0,00;0,00;0,00;12,07;-19,33;-17,87;;0,92;0,08;0,06;-37,65;;;11,63;-2,25;0,00;0,00
FRAS3;14,24;1,93;12,64;3,03;1,05;29,43;16,16;12,45;9,73;11,50;1,70;0,53;1,57;4,58;-2,11;1,83;23,95;8,29;11,62;0,35;0,65;0,67;13,81;28,25;2.609.725,20;4,71;1,13;0,03;3.143.833.656,35
FRIO3;65,02;;-5,42;-4,27;0,13;16,14;4,39;-3,22;3,98;16,32;12,35;;0,17;1,02;-0,48;1,21;-78,80;-2,40;4,38;-0,03;0,99;0,75;7,27;;12.430,00;-15,22;-12,00;0,12;267.021.145,08
FRTA3;9,13;;14,09;-0,28;0,51;38,04;9,56;10,57;15,56;70,41;54,83;;1,49;-0,23;-0,63;0,08;-1,96;3,61;-54,97;-1,85;2,85;0,34;-19,35;;512.320,64;-33,13;0,65;0,15;18.130.020,36
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;7,13;;-27,81;1,88;1,26;100,00;129,12;134,91;-29,06;-36,39;-7,33;0,47;;-3,86;-1,26;0,01;-6,75;-4,53;-4,37;0,67;0,33;-0,03;;;1.710.072,08;3,79;-0,26;;731.717.958,40
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;-38,45;5.159.958,21;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;38,46;9,10;6,42;1,89;0,83;96,97;95,97;43,24;2,89;3,64;0,84;0,55;2,77;-7,74;-0,99;0,60;29,53;12,98;29,14;0,44;0,56;0,30;3,60;30,90;15.081,07;20,30;6,00;0,07;3.551.320.996,02
GEPA4;36,73;9,53;6,13;1,81;0,80;96,97;95,97;43,24;2,76;3,64;0,84;0,55;2,65;-7,39;-0,95;0,60;29,53;12,98;29,14;0,44;0,56;0,30;3,60;30,90;119.325,88;20,30;6,00;0,07;3.551.320.996,02
GFSA3;4,40;;-34,73;0,84;0,31;20,30;2,27;-3,88;59,44;87,41;28,11;0,40;1,35;1,65;-0,82;1,42;-2,42;-0,88;0,55;0,36;0,64;0,23;-9,34;;20.159.072,56;5,24;-0,13;0,05;1.319.968.083,39
GGBR3;25,74;3,19;9,62;1,29;0,65;17,42;16,26;9,03;5,35;7,19;1,30;0,31;0,87;2,98;-1,06;2,30;13,36;6,76;12,15;0,51;0,49;0,75;0,11;;3.930.750,56;20,03;2,68;0,03;48.578.890.600,80
GGBR4;29,44;2,79;11,00;1,47;0,74;17,42;16,26;9,03;6,12;7,19;1,30;0,31;0,99;3,41;-1,21;2,30;13,36;6,76;12,15;0,51;0,49;0,75;0,11;;457.745.227,72;20,03;2,68;0,03;48.578.890.600,80
GGPS3;16,63;;95,31;12,57;2,46;15,71;7,08;4,32;58,20;61,95;3,68;0,79;4,12;17,62;-4,70;1,42;13,19;2,58;6,53;0,20;0,80;0,60;;;15.983.476,76;1,32;0,17;;11.147.096.193,00
GMAT3;7,47;;21,34;2,85;2,02;24,02;6,80;5,79;18,18;17,49;-0,70;-0,11;1,24;3,55;-6,99;4,96;13,34;9,45;12,89;0,71;0,28;1,63;;;34.877.852,84;2,63;0,35;0,17;16.525.908.670,92
GNDI3;83,02;0,34;93,32;7,22;3,08;26,48;10,12;4,97;45,86;46,17;0,32;0,05;4,64;28,19;-4,30;1,63;7,73;3,30;6,69;0,43;0,57;0,66;29,03;66,02;271.753.659,52;11,51;0,89;6,74;50.923.590.851,79
GOAU3;12,89;3,49;8,78;1,09;0,20;17,42;16,23;3,13;1,70;2,89;1,11;0,72;0,28;0,85;-0,34;2,44;12,41;2,29;11,77;0,18;0,48;0,73;0,11;;1.247.658,08;11,83;1,47;0,02;14.704.241.414,42
GOAU4;13,73;3,27;9,38;1,16;0,22;17,42;16,23;3,13;1,81;2,89;1,11;0,72;0,29;0,91;-0,36;2,44;12,41;2,29;11,77;0,18;0,48;0,73;0,11;;171.214.864,20;11,83;1,47;0,03;14.704.241.414,42
GOLL4;22,67;;-11,57;-4,28;6,06;1,73;-52,17;-129,98;-28,82;-32,57;-3,79;;15,03;-8,56;-7,75;0,24;-37,00;-52,39;42,58;-1,42;2,38;0,40;-8,21;;167.593.281,12;-5,30;-1,96;-0,07;72.385.995.209,40
GPAR3;44,00;1,15;19,93;2,29;1,65;71,74;109,84;75,69;13,73;13,73;;;15,08;38,61;-1,81;2,02;11,48;8,30;;0,72;0,28;0,11;40,68;;6.757,00;19,23;2,21;0,25;3.428.851.008,00
GPIV33;6,05;;5,75;0,31;0,14;100,00;63,91;29,35;2,64;-0,41;-3,05;-0,35;1,69;0,72;-0,18;3,91;5,31;2,38;6,42;0,45;0,25;0,08;;;1.759.053,24;19,83;1,05;-0,04;456.448.483,92
GRND3;10,82;5,76;19,34;2,47;2,04;46,75;17,84;24,64;26,72;22,51;-4,35;-0,40;4,77;3,79;-6,61;4,48;12,75;10,54;7,74;0,83;0,17;0,43;-2,95;-5,56;16.780.497,48;4,39;0,56;1,54;9.761.371.200,00
GSHP3;38,90;;-0,23;-0,12;0,04;67,32;16,85;-353,92;4,90;119,14;114,24;;0,83;-1,27;-0,05;0,80;-51,20;-18,57;-1,37;-0,36;1,36;0,05;-18,98;;83.662,90;-325,48;-166,65;-0,18;75.029.114,10
GUAR3;19,80;2,20;-116,90;2,01;0,74;47,27;-1,75;-1,44;-96,34;-107,21;-10,82;0,23;1,69;2,86;-1,91;1,73;-1,72;-0,63;-3,43;0,37;0,63;0,44;2,55;;14.881.057,04;9,87;-0,17;1,00;10.003.968.000,00
HAGA3;4,40;;6,17;-0,76;0,85;31,08;27,46;22,50;5,05;4,24;-0,05;;1,39;2,30;-4,92;1,80;-12,39;13,73;-26,03;-1,11;2,11;0,61;0,12;12,13;328.859,68;-5,75;0,71;0,03;44.863.000,33
HAGA4;3,42;;4,80;-0,59;0,66;31,08;27,46;22,50;3,93;4,24;-0,05;;1,08;1,79;-3,83;1,80;-12,39;13,73;-26,03;-1,11;2,11;0,61;0,12;12,13;1.537.253,92;-5,75;0,71;0,02;44.863.000,33
HAPV3;15,07;0,50;75,42;7,27;4,21;38,05;13,71;8,74;48,11;47,70;-0,41;-0,06;6,59;41,85;-5,74;1,60;9,64;5,58;8,78;0,58;0,42;0,64;28,32;20,33;138.823.761,12;2,07;0,20;-15,30;56.863.459.158,10
HBOR3;7,93;0,60;21,93;0,82;0,24;20,78;8,60;5,07;12,91;24,34;11,41;0,73;1,11;0,47;-0,93;3,41;3,75;1,11;1,93;0,30;0,60;0,22;-5,72;-2,10;14.118.615,88;9,64;0,36;-0,12;1.068.131.554,56
HBRE3;17,98;;-38,63;1,05;0,55;85,05;78,41;-62,41;30,75;34,92;4,17;0,14;24,11;4,83;-0,70;2,25;-2,70;-1,43;0,67;0,53;0,39;0,02;;;1.517.689,40;17,21;-0,47;0,31;1.855.337.878,38
HBSA3;6,37;;-29,93;3,57;0,77;28,28;15,99;-11,18;20,92;36,19;15,28;2,61;3,34;4,30;-1,03;3,33;-11,94;-2,57;2,78;0,22;0,78;0,23;49,43;;24.625.902,64;1,78;-0,21;-0,20;4.858.845.088,77
HBTS5;57,57;0,28;36,93;1,68;0,38;73,16;44,36;12,59;10,48;12,95;2,46;0,40;4,65;-12,73;-0,45;0,84;4,56;1,03;8,37;0,23;0,77;0,08;7,42;-25,49;245.948,52;34,20;1,56;-0,31;525.826.360,59
HETA3;120,00;;-0,35;-0,11;5,62;100,00;-10.655,45;-10.714,68;-0,36;-2,03;-1,89;;37,92;-0,97;-5,74;0,00;-31,11;-1.588,45;74,39;-51,05;52,05;0,15;-2,24;;158.694,25;-1.089,82;-339,09;0,00;25.320.854,10
HETA4;14,10;;-0,04;-0,01;0,66;100,00;-10.655,45;-10.714,68;-0,04;-2,03;-1,89;;4,46;-0,11;-0,67;0,00;-31,11;-1.588,45;74,39;-51,05;52,05;0,15;-2,24;;235.845,08;-1.089,82;-339,09;0,00;25.320.854,10
HGTX3;34,65;1,58;15,70;3,42;2,52;38,68;7,87;32,92;65,66;63,33;-2,33;-0,12;5,17;7,00;-6,08;2,60;21,76;16,06;0,88;0,74;0,26;0,49;-7,54;4,05;60.624.916,80;10,11;2,20;0,15;5.646.428.971,38
HOOT3;0,00;;0,00;0,00;0,00;36,33;-272,05;-362,56;0,00;-0,57;0,02;;0,00;0,00;0,00;0,04;-16,55;-16,35;12,21;-0,99;2,04;0,05;-24,22;;;-25,03;-4,14;0,00;33.077.929,86
HOOT4;4,24;;-1,02;-0,17;0,17;36,33;-272,05;-362,56;-1,36;-0,57;0,02;;3,71;-0,13;-0,18;0,04;-16,55;-16,35;12,21;-0,99;2,04;0,05;-24,22;;557.695,92;-25,03;-4,14;0,02;33.077.929,86
HYPE3;34,14;2,62;15,87;2,31;1,20;63,87;32,20;30,65;15,11;18,55;3,46;0,53;4,87;7,52;-1,69;2,26;14,57;7,58;8,45;0,52;0,48;0,25;6,70;18,26;94.484.203,88;14,76;2,15;0,61;21.409.623.817,40
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;289.164,47;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;89.696,16;2,31;-2,18;0,00;224.007.574,38
IFCM3;23,49;;-1.400,80;71,01;9,74;47,08;4,44;-3,46;1.091,09;1.106,32;15,24;0,99;48,46;-122,60;-16,43;0,84;-5,07;-0,70;2,57;0,14;0,86;0,20;;;13.218.805,12;0,33;-0,02;;5.618.215.837,44
IGBR3;8,11;;-1,20;-0,11;0,53;88,51;-877,03;-1.618,28;-2,21;-21,93;-19,67;;19,35;-1,35;-0,57;0,15;-9,18;-44,39;235,24;-4,83;5,83;0,03;-9,35;;1.313.256,76;-73,87;-6,78;-0,04;102.790.820,52
IGSN3;0,00;;0,00;0,00;0,00;41,66;19,77;-1,86;0,00;8,56;8,56;1,60;0,00;0,00;0,00;2,06;-1,76;-0,49;5,25;0,28;0,72;0,26;10,03;;;2,98;-0,05;0,00;0,00
IGTA3;39,18;0,72;29,99;2,18;1,01;58,07;52,11;33,57;19,32;24,50;5,19;0,58;10,07;6,75;-1,37;2,39;7,25;3,38;4,58;0,47;0,53;0,10;1,21;0,88;97.849.462,52;18,01;1,31;-2,18;6.949.665.594,30
INEP3;59,90;;-1,01;-0,23;0,36;26,83;-2.776,85;-4.056,41;-1,48;-3,68;-2,20;;41,05;-0,24;-0,43;0,10;-22,54;-35,27;23,36;-1,57;2,57;0,01;-53,72;;3.452.761,63;-262,67;-59,19;-0,07;494.666.349,56
INEP4;60,17;;-1,02;-0,23;0,36;26,83;-2.776,85;-4.056,41;-1,48;-3,68;-2,20;;41,23;-0,24;-0,43;0,10;-22,54;-35,27;23,36;-1,57;2,57;0,01;-53,72;;4.247.412,64;-262,67;-59,19;-0,07;494.666.349,56
INNT3;0,00;;0,00;0,00;0,00;16,32;-7,68;-14,46;0,00;-7,75;-7,75;3,01;0,00;0,00;0,00;1,34;-73,22;-4,75;-9,47;0,06;0,94;0,33;37,50;;;0,61;-0,44;0,00;0,00
INTB3;27,41;;20,32;5,19;2,94;31,57;17,62;18,53;21,37;19,72;-1,56;-0,38;3,77;5,42;-20,64;2,72;25,54;14,46;18,36;0,57;0,43;0,78;;;48.880.605,28;5,28;1,35;0,08;8.966.716.080,70
IRBR3;5,66;2,33;-4,83;1,63;0,31;-18,42;-23,22;-17,39;-3,62;-3,62;;;0,84;-7,99;-1,02;0,95;-33,77;-6,34;;0,19;0,81;0,36;17,75;;135.229.813,64;3,47;-1,17;0,02;7.163.580.375,80
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;11,32;2,62;11,54;1,62;1,30;31,90;136,49;127,21;10,75;10,77;0,19;0,03;14,68;23,19;-1,44;2,28;14,06;11,26;12,72;0,80;0,16;0,09;3,78;-3,97;2.096.107,76;6,98;0,98;-1,74;93.443.712.316,40
ITSA4;11,04;2,69;11,25;1,58;1,27;31,90;136,49;127,21;10,49;10,77;0,19;0,03;14,32;22,61;-1,41;2,28;14,06;11,26;12,72;0,80;0,16;0,09;3,78;-3,97;397.101.302,36;6,98;0,98;-1,69;93.443.712.316,40
ITUB3;26,26;2,47;12,19;1,75;0,13;65,94;13,28;12,16;11,17;11,86;;;1,48;;-0,13;;14,34;1,04;;0,07;0,92;0,09;6,04;-10,45;19.211.551,60;15,02;2,15;-1,07;271.689.885.061,74
ITUB4;29,45;2,21;13,67;1,96;0,14;65,94;13,28;12,16;12,52;11,86;;;1,66;;-0,15;;14,34;1,04;;0,07;0,92;0,09;6,04;-10,45;1.202.242.448,00;15,02;2,15;-1,20;271.689.885.061,74
JALL3;10,81;;14,70;2,80;0,92;53,05;43,87;14,16;4,74;5,81;1,05;0,62;2,08;2,94;-1,88;2,58;19,08;6,26;19,32;0,33;0,67;0,44;;;9.301.594,76;3,85;0,74;;3.162.099.786,43
JBDU3;9,88;;-4,86;0,81;0,26;;;;-4,94;-4,55;-0,59;0,10;;-1,48;-0,26;0,00;-16,68;-5,35;-14,96;0,32;0,68;0,00;;;4.730.036,20;12,19;-2,03;-0,04;39.768.520,93
JBDU4;6,90;;-3,39;0,57;0,18;;;;-3,45;-4,55;-0,59;0,10;;-1,03;-0,18;0,00;-16,68;-5,35;-14,96;0,32;0,68;0,00;;;10.888.011,44;12,19;-2,03;-0,03;39.768.520,93
JBSS3;28,94;3,51;5,78;1,81;0,44;16,98;7,91;4,35;3,18;5,69;2,50;1,42;0,25;4,87;-0,67;1,35;31,28;7,55;15,26;0,24;0,74;1,73;10,65;-1,92;292.139.836,84;16,01;5,01;0,00;72.320.710.176,00
